# CHAOS-8.1 ionospheric field model
# Extracted on 2024-10-21 10:26:57.470206
#
# NOTE: The format of this file is identical to the AMPS model
# coefficient file, which includes both toroidal and poloidal fields.
# Since the toroidal part is not co-estimated in CHAOS-8, the
# corresponding coefficients are set to zero.
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
#
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
6  3 0.0000000 0.0000000 -0.0041329  0.0430357 0.0000000 0.0000000 -0.0038586 -0.0075239 0.0000000 0.0000000  0.0080328 -0.0336302 0.0000000 0.0000000 -0.0162209 -0.0056046 0.0000000 0.0000000  0.0037554  0.0037329 0.0000000 0.0000000 -0.0089689  0.0033019 0.0000000 0.0000000 -0.0014150  0.0027140 0.0000000 0.0000000  0.0000476  0.0000960 0.0000000 0.0000000 -0.0011418 -0.0015954 0.0000000 0.0000000  0.0000569 -0.0007757 0.0000000 0.0000000 -0.0000729 -0.0002138 0.0000000 0.0000000  0.0000815  0.0003381 0.0000000 0.0000000  0.0093169  0.0017646 0.0000000 0.0000000 -0.0000271 -0.0008274 0.0000000 0.0000000 -0.0106063 -0.0007843 0.0000000 0.0000000 -0.0006339 -0.0000301 0.0000000 0.0000000  0.0001395  0.0001067 0.0000000 0.0000000  0.0005259 -0.0000589 0.0000000 0.0000000  0.0003860 -0.0011149
7  0 0.0000000       NaN -0.7942126        NaN 0.0000000       NaN  0.0039173        NaN 0.0000000       NaN  0.0191260        NaN 0.0000000       NaN  0.0322601        NaN 0.0000000       NaN  0.0009985        NaN 0.0000000       NaN  0.0074160        NaN 0.0000000       NaN  0.0025616        NaN 0.0000000       NaN  0.0020846        NaN 0.0000000       NaN  0.0006507        NaN 0.0000000       NaN  0.0002055        NaN 0.0000000       NaN  0.0020590        NaN 0.0000000       NaN -0.0002859        NaN 0.0000000       NaN -0.0228120        NaN 0.0000000       NaN  0.0004086        NaN 0.0000000       NaN  0.0188018        NaN 0.0000000       NaN  0.0009410        NaN 0.0000000       NaN  0.0023834        NaN 0.0000000       NaN -0.0007761        NaN 0.0000000       NaN  0.0054015        NaN
7  1 0.0000000 0.0000000 -0.0047777 -0.0120791 0.0000000 0.0000000 -0.0222392 -0.0307777 0.0000000 0.0000000 -0.0235582 -0.0006156 0.0000000 0.0000000  0.0013172 -0.0000774 0.0000000 0.0000000  0.0230605  0.0379040 0.0000000 0.0000000  0.0077126 -0.0007427 0.0000000 0.0000000  0.0022144 -0.0040527 0.0000000 0.0000000 -0.0020482 -0.0010789 0.0000000 0.0000000 -0.0009070 -0.0020922 0.0000000 0.0000000 -0.0003081 -0.0043283 0.0000000 0.0000000  0.0003329  0.0003377 0.0000000 0.0000000 -0.0003505 -0.0015947 0.0000000 0.0000000 -0.0070604  0.0035324 0.0000000 0.0000000  0.0152430  0.0246886 0.0000000 0.0000000  0.0064025  0.0006195 0.0000000 0.0000000 -0.0004067  0.0000601 0.0000000 0.0000000  0.0002392  0.0000907 0.0000000 0.0000000  0.0005644  0.0001962 0.0000000 0.0000000  0.0005937 -0.0002823
7  2 0.0000000 0.0000000  0.0395079 -0.1525635 0.0000000 0.0000000  0.0012921  0.0027150 0.0000000 0.0000000  0.0177573  0.0240975 0.0000000 0.0000000  0.0141376  0.0056566 0.0000000 0.0000000  0.0009611 -0.0017500 0.0000000 0.0000000 -0.0260833 -0.0235854 0.0000000 0.0000000 -0.0003628  0.0008363 0.0000000 0.0000000  0.0010425  0.0004302 0.0000000 0.0000000 -0.0006315 -0.0012865 0.0000000 0.0000000  0.0008247 -0.0004467 0.0000000 0.0000000 -0.0002395 -0.0000036 0.0000000 0.0000000  0.0004493  0.0005185 0.0000000 0.0000000 -0.0080723  0.0034082 0.0000000 0.0000000 -0.0044937  0.0035615 0.0000000 0.0000000  0.0002710 -0.0086629 0.0000000 0.0000000 -0.0002493  0.0000947 0.0000000 0.0000000 -0.0000991  0.0000076 0.0000000 0.0000000  0.0005035 -0.0002406 0.0000000 0.0000000  0.0004239 -0.0000066
7  3 0.0000000 0.0000000 -0.0289212  0.0012342 0.0000000 0.0000000 -0.0029973  0.0134698 0.0000000 0.0000000 -0.0342847 -0.0044135 0.0000000 0.0000000 -0.0011134  0.0008835 0.0000000 0.0000000  0.0031954 -0.0030486 0.0000000 0.0000000  0.0161126 -0.0060849 0.0000000 0.0000000  0.0005215 -0.0021988 0.0000000 0.0000000  0.0006819 -0.0003113 0.0000000 0.0000000 -0.0000159 -0.0000167 0.0000000 0.0000000  0.0000696  0.0001749 0.0000000 0.0000000 -0.0001381 -0.0000436 0.0000000 0.0000000  0.0005552  0.0000523 0.0000000 0.0000000 -0.0053674 -0.0044496 0.0000000 0.0000000 -0.0022709  0.0013112 0.0000000 0.0000000  0.0072505  0.0061138 0.0000000 0.0000000 -0.0003269  0.0002691 0.0000000 0.0000000 -0.0001249  0.0002080 0.0000000 0.0000000  0.0003510 -0.0001485 0.0000000 0.0000000  0.0003051 -0.0000617
8  0 0.0000000       NaN -0.2058158        NaN 0.0000000       NaN -0.0480937        NaN 0.0000000       NaN -0.0010710        NaN 0.0000000       NaN  0.0102254        NaN 0.0000000       NaN  0.0774314        NaN 0.0000000       NaN  0.0017175        NaN 0.0000000       NaN  0.0157046        NaN 0.0000000       NaN -0.0000891        NaN 0.0000000       NaN -0.0005788        NaN 0.0000000       NaN  0.0016313        NaN 0.0000000       NaN  0.0002680        NaN 0.0000000       NaN  0.0007542        NaN 0.0000000       NaN  0.0105079        NaN 0.0000000       NaN  0.0726121        NaN 0.0000000       NaN -0.0055170        NaN 0.0000000       NaN -0.0012884        NaN 0.0000000       NaN  0.0001664        NaN 0.0000000       NaN  0.0014110        NaN 0.0000000       NaN  0.0013915        NaN
8  1 0.0000000 0.0000000  0.0311470 -0.1035989 0.0000000 0.0000000 -0.0193462 -0.0255524 0.0000000 0.0000000 -0.0561278 -0.0805570 0.0000000 0.0000000 -0.1089615 -0.2105842 0.0000000 0.0000000  0.0014240  0.0057092 0.0000000 0.0000000 -0.0362973 -0.0604044 0.0000000 0.0000000 -0.0011643 -0.0039779 0.0000000 0.0000000  0.0001232 -0.0011033 0.0000000 0.0000000 -0.0007613  0.0010323 0.0000000 0.0000000  0.0005703  0.0002373 0.0000000 0.0000000  0.0015959  0.0010676 0.0000000 0.0000000  0.0004386 -0.0005775 0.0000000 0.0000000  0.0029685  0.0000041 0.0000000 0.0000000 -0.0014387  0.0098691 0.0000000 0.0000000 -0.0125035 -0.0044349 0.0000000 0.0000000 -0.0000187  0.0003045 0.0000000 0.0000000  0.0011856  0.0009794 0.0000000 0.0000000  0.0001180 -0.0001578 0.0000000 0.0000000  0.0013090  0.0008283
8  2 0.0000000 0.0000000  0.0513652  0.0091830 0.0000000 0.0000000  0.0158009  0.0128668 0.0000000 0.0000000 -0.0067606  0.0024747 0.0000000 0.0000000 -0.0027056  0.0014546 0.0000000 0.0000000 -0.0085146 -0.0027339 0.0000000 0.0000000  0.0080194 -0.0044716 0.0000000 0.0000000 -0.0025068 -0.0060397 0.0000000 0.0000000  0.0000857  0.0002596 0.0000000 0.0000000 -0.0003584  0.0019705 0.0000000 0.0000000  0.0001174  0.0014027 0.0000000 0.0000000 -0.0001577 -0.0001204 0.0000000 0.0000000  0.0000506 -0.0005922 0.0000000 0.0000000 -0.0036477 -0.0030020 0.0000000 0.0000000 -0.0053446 -0.0012810 0.0000000 0.0000000  0.0022321  0.0012769 0.0000000 0.0000000 -0.0000678 -0.0003754 0.0000000 0.0000000  0.0000277  0.0000592 0.0000000 0.0000000 -0.0001412  0.0003328 0.0000000 0.0000000 -0.0002501 -0.0001796
8  3 0.0000000 0.0000000 -0.0342206  0.0711019 0.0000000 0.0000000  0.0043848 -0.0004815 0.0000000 0.0000000  0.0023297 -0.0006459 0.0000000 0.0000000 -0.0098350  0.0017683 0.0000000 0.0000000 -0.0052307 -0.0009046 0.0000000 0.0000000  0.0027192  0.0019052 0.0000000 0.0000000 -0.0003636 -0.0004107 0.0000000 0.0000000 -0.0002466  0.0001429 0.0000000 0.0000000  0.0000533  0.0007162 0.0000000 0.0000000 -0.0002956 -0.0000098 0.0000000 0.0000000  0.0000517 -0.0000521 0.0000000 0.0000000  0.0000053 -0.0004233 0.0000000 0.0000000  0.0013576 -0.0060402 0.0000000 0.0000000  0.0036909 -0.0026084 0.0000000 0.0000000 -0.0007766  0.0094740 0.0000000 0.0000000  0.0003130 -0.0000955 0.0000000 0.0000000  0.0000734 -0.0000692 0.0000000 0.0000000 -0.0004386  0.0001226 0.0000000 0.0000000  0.0000519 -0.0000378
9  0 0.0000000       NaN -0.5513325        NaN 0.0000000       NaN  0.0187037        NaN 0.0000000       NaN  0.0525893        NaN 0.0000000       NaN  0.0341401        NaN 0.0000000       NaN -0.0027378        NaN 0.0000000       NaN -0.0061650        NaN 0.0000000       NaN -0.0016793        NaN 0.0000000       NaN  0.0009390        NaN 0.0000000       NaN -0.0007620        NaN 0.0000000       NaN  0.0002280        NaN 0.0000000       NaN  0.0028260        NaN 0.0000000       NaN  0.0004710        NaN 0.0000000       NaN -0.0342344        NaN 0.0000000       NaN  0.0002525        NaN 0.0000000       NaN  0.0167052        NaN 0.0000000       NaN  0.0009369        NaN 0.0000000       NaN  0.0033386        NaN 0.0000000       NaN -0.0006738        NaN 0.0000000       NaN  0.0056823        NaN
9  1 0.0000000 0.0000000  0.0202087 -0.0578738 0.0000000 0.0000000  0.0296796 -0.0069113 0.0000000 0.0000000 -0.0031101  0.0107720 0.0000000 0.0000000 -0.0023116  0.0030333 0.0000000 0.0000000  0.0058155  0.0328372 0.0000000 0.0000000 -0.0014400 -0.0074347 0.0000000 0.0000000 -0.0047129 -0.0094491 0.0000000 0.0000000 -0.0009596 -0.0005906 0.0000000 0.0000000 -0.0002044 -0.0012949 0.0000000 0.0000000 -0.0003218 -0.0038949 0.0000000 0.0000000  0.0000773  0.0001200 0.0000000 0.0000000  0.0000685 -0.0013731 0.0000000 0.0000000 -0.0060445  0.0037908 0.0000000 0.0000000 -0.0001149  0.0241395 0.0000000 0.0000000  0.0011136 -0.0005019 0.0000000 0.0000000 -0.0006254  0.0004345 0.0000000 0.0000000  0.0000191  0.0000860 0.0000000 0.0000000  0.0001281  0.0002730 0.0000000 0.0000000  0.0000884  0.0001563
9  2 0.0000000 0.0000000 -0.1066014 -0.0246508 0.0000000 0.0000000 -0.0000726  0.0036134 0.0000000 0.0000000 -0.0009711  0.0153035 0.0000000 0.0000000  0.0146805  0.0089181 0.0000000 0.0000000 -0.0085176  0.0004057 0.0000000 0.0000000 -0.0095872 -0.0269016 0.0000000 0.0000000  0.0008441  0.0007472 0.0000000 0.0000000  0.0004526  0.0006311 0.0000000 0.0000000  0.0010588 -0.0001211 0.0000000 0.0000000  0.0002766  0.0001977 0.0000000 0.0000000 -0.0005274  0.0004164 0.0000000 0.0000000  0.0000239  0.0001556 0.0000000 0.0000000 -0.0049386 -0.0143801 0.0000000 0.0000000  0.0017007 -0.0017205 0.0000000 0.0000000  0.0027849  0.0093604 0.0000000 0.0000000 -0.0000489 -0.0003664 0.0000000 0.0000000  0.0000127 -0.0000799 0.0000000 0.0000000 -0.0000787  0.0003496 0.0000000 0.0000000 -0.0003120 -0.0006202
9  3 0.0000000 0.0000000 -0.0254646  0.0010856 0.0000000 0.0000000 -0.0042763  0.0040639 0.0000000 0.0000000 -0.0025155 -0.0034993 0.0000000 0.0000000 -0.0011741 -0.0093321 0.0000000 0.0000000  0.0049750 -0.0000629 0.0000000 0.0000000 -0.0037128  0.0007431 0.0000000 0.0000000  0.0015656  0.0002902 0.0000000 0.0000000  0.0003372  0.0003453 0.0000000 0.0000000  0.0004331 -0.0002214 0.0000000 0.0000000 -0.0000429 -0.0000806 0.0000000 0.0000000 -0.0000898 -0.0001466 0.0000000 0.0000000 -0.0000496  0.0002162 0.0000000 0.0000000  0.0028283 -0.0002337 0.0000000 0.0000000  0.0022827  0.0015578 0.0000000 0.0000000 -0.0018877 -0.0008893 0.0000000 0.0000000 -0.0003481 -0.0001269 0.0000000 0.0000000  0.0000402 -0.0000326 0.0000000 0.0000000  0.0002994  0.0000711 0.0000000 0.0000000  0.0000707  0.0000821
10 0 0.0000000       NaN -0.1785602        NaN 0.0000000       NaN -0.0180381        NaN 0.0000000       NaN  0.0097661        NaN 0.0000000       NaN -0.0021608        NaN 0.0000000       NaN  0.0833959        NaN 0.0000000       NaN -0.0081199        NaN 0.0000000       NaN  0.0091642        NaN 0.0000000       NaN  0.0005611        NaN 0.0000000       NaN  0.0002647        NaN 0.0000000       NaN  0.0013219        NaN 0.0000000       NaN  0.0000131        NaN 0.0000000       NaN  0.0007012        NaN 0.0000000       NaN  0.0088396        NaN 0.0000000       NaN  0.0781972        NaN 0.0000000       NaN -0.0104950        NaN 0.0000000       NaN -0.0014213        NaN 0.0000000       NaN -0.0000354        NaN 0.0000000       NaN  0.0009189        NaN 0.0000000       NaN  0.0011066        NaN
10 1 0.0000000 0.0000000 -0.1094246 -0.0678788 0.0000000 0.0000000 -0.0301643 -0.0312327 0.0000000 0.0000000 -0.0972398 -0.1148385 0.0000000 0.0000000 -0.1023928 -0.2085435 0.0000000 0.0000000  0.0027905  0.0068554 0.0000000 0.0000000 -0.0134963 -0.0435713 0.0000000 0.0000000  0.0030872 -0.0012172 0.0000000 0.0000000  0.0009891 -0.0007393 0.0000000 0.0000000  0.0006773  0.0012228 0.0000000 0.0000000  0.0003994  0.0003282 0.0000000 0.0000000  0.0014852  0.0012649 0.0000000 0.0000000 -0.0000492 -0.0008055 0.0000000 0.0000000 -0.0032265 -0.0012582 0.0000000 0.0000000 -0.0005039  0.0065752 0.0000000 0.0000000  0.0012573  0.0134313 0.0000000 0.0000000 -0.0004561 -0.0001959 0.0000000 0.0000000  0.0006265  0.0009702 0.0000000 0.0000000  0.0002662  0.0002864 0.0000000 0.0000000 -0.0010402 -0.0010729
10 2 0.0000000 0.0000000  0.0136114  0.0053387 0.0000000 0.0000000  0.0001971  0.0242487 0.0000000 0.0000000 -0.0184595  0.0060644 0.0000000 0.0000000 -0.0028016  0.0054364 0.0000000 0.0000000 -0.0072476 -0.0007974 0.0000000 0.0000000  0.0166901  0.0071679 0.0000000 0.0000000  0.0024402 -0.0045766 0.0000000 0.0000000  0.0006563  0.0005087 0.0000000 0.0000000 -0.0023781  0.0005319 0.0000000 0.0000000 -0.0004176  0.0011937 0.0000000 0.0000000 -0.0003398 -0.0000546 0.0000000 0.0000000  0.0002742 -0.0003405 0.0000000 0.0000000 -0.0038691 -0.0051078 0.0000000 0.0000000  0.0020639 -0.0049374 0.0000000 0.0000000  0.0049818  0.0049955 0.0000000 0.0000000 -0.0004013 -0.0005867 0.0000000 0.0000000 -0.0000004 -0.0000962 0.0000000 0.0000000  0.0003872  0.0003603 0.0000000 0.0000000 -0.0002875 -0.0001112
10 3 0.0000000 0.0000000  0.0671451 -0.0017703 0.0000000 0.0000000  0.0038857 -0.0043076 0.0000000 0.0000000  0.0024877 -0.0184321 0.0000000 0.0000000 -0.0106063 -0.0066179 0.0000000 0.0000000  0.0042053 -0.0031076 0.0000000 0.0000000 -0.0080036  0.0011676 0.0000000 0.0000000 -0.0007706  0.0011162 0.0000000 0.0000000 -0.0003464  0.0002804 0.0000000 0.0000000 -0.0001854 -0.0000577 0.0000000 0.0000000 -0.0001904 -0.0005071 0.0000000 0.0000000  0.0001651 -0.0002719 0.0000000 0.0000000 -0.0001201 -0.0002907 0.0000000 0.0000000  0.0029472 -0.0078353 0.0000000 0.0000000 -0.0027790  0.0005570 0.0000000 0.0000000 -0.0034333  0.0104296 0.0000000 0.0000000  0.0002565  0.0003007 0.0000000 0.0000000  0.0000266  0.0001221 0.0000000 0.0000000 -0.0002115 -0.0002684 0.0000000 0.0000000 -0.0001419 -0.0001602
11 0 0.0000000       NaN -0.4333506        NaN 0.0000000       NaN  0.0002045        NaN 0.0000000       NaN  0.0016749        NaN 0.0000000       NaN  0.0122135        NaN 0.0000000       NaN  0.0034062        NaN 0.0000000       NaN  0.0075239        NaN 0.0000000       NaN  0.0028005        NaN 0.0000000       NaN  0.0013106        NaN 0.0000000       NaN  0.0000287        NaN 0.0000000       NaN -0.0000683        NaN 0.0000000       NaN  0.0032446        NaN 0.0000000       NaN  0.0000975        NaN 0.0000000       NaN -0.0496966        NaN 0.0000000       NaN  0.0021163        NaN 0.0000000       NaN  0.0238004        NaN 0.0000000       NaN  0.0003195        NaN 0.0000000       NaN  0.0030336        NaN 0.0000000       NaN -0.0003704        NaN 0.0000000       NaN  0.0016047        NaN
11 1 0.0000000 0.0000000 -0.0099874 -0.0010726 0.0000000 0.0000000  0.0102649 -0.0273167 0.0000000 0.0000000 -0.0070548  0.0087339 0.0000000 0.0000000  0.0029798  0.0040581 0.0000000 0.0000000  0.0043408  0.0337598 0.0000000 0.0000000  0.0059410 -0.0061567 0.0000000 0.0000000 -0.0013386 -0.0094296 0.0000000 0.0000000 -0.0010233 -0.0006210 0.0000000 0.0000000 -0.0008305 -0.0011748 0.0000000 0.0000000 -0.0007089 -0.0029305 0.0000000 0.0000000 -0.0000323  0.0003130 0.0000000 0.0000000 -0.0001118 -0.0010474 0.0000000 0.0000000 -0.0047906 -0.0029363 0.0000000 0.0000000 -0.0009208  0.0278653 0.0000000 0.0000000  0.0038457  0.0051442 0.0000000 0.0000000 -0.0004644  0.0004203 0.0000000 0.0000000  0.0001529  0.0001460 0.0000000 0.0000000  0.0002829  0.0006177 0.0000000 0.0000000  0.0000564 -0.0000781
11 2 0.0000000 0.0000000  0.0566041 -0.1462396 0.0000000 0.0000000  0.0114716 -0.0048128 0.0000000 0.0000000  0.0081640  0.0313515 0.0000000 0.0000000  0.0066140  0.0154217 0.0000000 0.0000000 -0.0059881  0.0015828 0.0000000 0.0000000 -0.0266363 -0.0400685 0.0000000 0.0000000 -0.0023779  0.0007940 0.0000000 0.0000000  0.0013200  0.0004422 0.0000000 0.0000000  0.0004587  0.0003193 0.0000000 0.0000000  0.0004620  0.0002198 0.0000000 0.0000000 -0.0010240  0.0003721 0.0000000 0.0000000  0.0002441 -0.0001212 0.0000000 0.0000000 -0.0061096 -0.0215383 0.0000000 0.0000000 -0.0029597 -0.0018030 0.0000000 0.0000000 -0.0000292  0.0118999 0.0000000 0.0000000  0.0001818  0.0000961 0.0000000 0.0000000 -0.0000190  0.0002156 0.0000000 0.0000000 -0.0000183 -0.0000067 0.0000000 0.0000000  0.0004911  0.0001110
11 3 0.0000000 0.0000000 -0.0081855 -0.0007473 0.0000000 0.0000000 -0.0126060  0.0100229 0.0000000 0.0000000  0.0098674 -0.0085123 0.0000000 0.0000000  0.0025925 -0.0073170 0.0000000 0.0000000  0.0019830  0.0001537 0.0000000 0.0000000 -0.0043124 -0.0056467 0.0000000 0.0000000 -0.0000321  0.0000051 0.0000000 0.0000000  0.0005032  0.0005828 0.0000000 0.0000000  0.0010157 -0.0002617 0.0000000 0.0000000 -0.0000243 -0.0002980 0.0000000 0.0000000 -0.0000026 -0.0004721 0.0000000 0.0000000 -0.0001851  0.0001335 0.0000000 0.0000000  0.0007473  0.0040212 0.0000000 0.0000000  0.0009368  0.0013507 0.0000000 0.0000000 -0.0017691 -0.0034791 0.0000000 0.0000000 -0.0001529 -0.0000375 0.0000000 0.0000000 -0.0000750 -0.0000476 0.0000000 0.0000000 -0.0001193  0.0000849 0.0000000 0.0000000  0.0000712  0.0000533
12 0 0.0000000       NaN -0.1040210        NaN 0.0000000       NaN -0.0451351        NaN 0.0000000       NaN -0.0039799        NaN 0.0000000       NaN -0.0082702        NaN 0.0000000       NaN  0.0981769        NaN 0.0000000       NaN -0.0015193        NaN 0.0000000       NaN  0.0086482        NaN 0.0000000       NaN  0.0003574        NaN 0.0000000       NaN -0.0003083        NaN 0.0000000       NaN  0.0003225        NaN 0.0000000       NaN -0.0000099        NaN 0.0000000       NaN  0.0003349        NaN 0.0000000       NaN  0.0082748        NaN 0.0000000       NaN  0.0913625        NaN 0.0000000       NaN -0.0105057        NaN 0.0000000       NaN -0.0012077        NaN 0.0000000       NaN  0.0001992        NaN 0.0000000       NaN  0.0005469        NaN 0.0000000       NaN  0.0004178        NaN
12 1 0.0000000 0.0000000  0.0006253 -0.2148343 0.0000000 0.0000000 -0.0057548 -0.0217490 0.0000000 0.0000000 -0.0443549 -0.0526224 0.0000000 0.0000000 -0.0778705 -0.1518707 0.0000000 0.0000000 -0.0010315  0.0064275 0.0000000 0.0000000 -0.0231975 -0.0396523 0.0000000 0.0000000 -0.0010399  0.0000722 0.0000000 0.0000000  0.0013550 -0.0011752 0.0000000 0.0000000 -0.0009237  0.0010948 0.0000000 0.0000000  0.0003158  0.0001374 0.0000000 0.0000000  0.0005108  0.0011569 0.0000000 0.0000000  0.0001840 -0.0009687 0.0000000 0.0000000  0.0063192  0.0000810 0.0000000 0.0000000 -0.0024918  0.0020479 0.0000000 0.0000000 -0.0047817  0.0232653 0.0000000 0.0000000 -0.0000542  0.0001950 0.0000000 0.0000000  0.0005032  0.0012398 0.0000000 0.0000000  0.0002287 -0.0000582 0.0000000 0.0000000  0.0003064  0.0001408
12 2 0.0000000 0.0000000  0.0332135 -0.0126739 0.0000000 0.0000000  0.0237293  0.0249668 0.0000000 0.0000000 -0.0087227  0.0181436 0.0000000 0.0000000 -0.0020762  0.0107338 0.0000000 0.0000000 -0.0196477 -0.0001263 0.0000000 0.0000000  0.0104290  0.0043944 0.0000000 0.0000000  0.0014967 -0.0049554 0.0000000 0.0000000  0.0005555  0.0009098 0.0000000 0.0000000 -0.0009048  0.0013736 0.0000000 0.0000000 -0.0002624  0.0016006 0.0000000 0.0000000 -0.0002072 -0.0002556 0.0000000 0.0000000  0.0000398 -0.0006593 0.0000000 0.0000000 -0.0027345  0.0000608 0.0000000 0.0000000 -0.0064519 -0.0057014 0.0000000 0.0000000  0.0025368 -0.0005265 0.0000000 0.0000000 -0.0002328 -0.0006316 0.0000000 0.0000000 -0.0000954 -0.0001597 0.0000000 0.0000000  0.0000425  0.0003569 0.0000000 0.0000000 -0.0001470 -0.0001137
12 3 0.0000000 0.0000000 -0.0807203  0.0185189 0.0000000 0.0000000 -0.0030021  0.0043216 0.0000000 0.0000000  0.0106083 -0.0070435 0.0000000 0.0000000 -0.0000229 -0.0053722 0.0000000 0.0000000 -0.0001022 -0.0032795 0.0000000 0.0000000  0.0003764  0.0036931 0.0000000 0.0000000  0.0015422 -0.0004894 0.0000000 0.0000000 -0.0007548  0.0007801 0.0000000 0.0000000 -0.0004997  0.0006733 0.0000000 0.0000000 -0.0000625 -0.0003510 0.0000000 0.0000000  0.0002506 -0.0003109 0.0000000 0.0000000  0.0001845 -0.0005053 0.0000000 0.0000000  0.0018080 -0.0057992 0.0000000 0.0000000  0.0001771  0.0005326 0.0000000 0.0000000 -0.0004053  0.0105483 0.0000000 0.0000000 -0.0000376 -0.0000794 0.0000000 0.0000000  0.0000454 -0.0000087 0.0000000 0.0000000  0.0000486 -0.0001545 0.0000000 0.0000000  0.0001598  0.0000422
13 0 0.0000000       NaN  0.1165487        NaN 0.0000000       NaN  0.0105659        NaN 0.0000000       NaN  0.0199249        NaN 0.0000000       NaN -0.0090305        NaN 0.0000000       NaN  0.0010935        NaN 0.0000000       NaN -0.0138588        NaN 0.0000000       NaN  0.0002565        NaN 0.0000000       NaN  0.0004602        NaN 0.0000000       NaN  0.0000638        NaN 0.0000000       NaN -0.0000194        NaN 0.0000000       NaN  0.0031887        NaN 0.0000000       NaN  0.0000267        NaN 0.0000000       NaN -0.0379088        NaN 0.0000000       NaN  0.0036881        NaN 0.0000000       NaN  0.0054279        NaN 0.0000000       NaN  0.0004145        NaN 0.0000000       NaN  0.0033116        NaN 0.0000000       NaN -0.0003679        NaN 0.0000000       NaN  0.0008627        NaN
13 1 0.0000000 0.0000000  0.0338898 -0.0287983 0.0000000 0.0000000  0.0531246 -0.0258347 0.0000000 0.0000000 -0.0003493  0.0149419 0.0000000 0.0000000  0.0041930  0.0018694 0.0000000 0.0000000 -0.0237360  0.0264188 0.0000000 0.0000000 -0.0004766 -0.0121926 0.0000000 0.0000000 -0.0013217 -0.0098432 0.0000000 0.0000000  0.0000370 -0.0002115 0.0000000 0.0000000  0.0003192 -0.0006344 0.0000000 0.0000000 -0.0000951 -0.0013437 0.0000000 0.0000000 -0.0001288  0.0003419 0.0000000 0.0000000  0.0000051 -0.0002399 0.0000000 0.0000000 -0.0071078 -0.0022891 0.0000000 0.0000000 -0.0208566  0.0236847 0.0000000 0.0000000  0.0054518  0.0001956 0.0000000 0.0000000 -0.0006452  0.0001346 0.0000000 0.0000000 -0.0001795  0.0000513 0.0000000 0.0000000  0.0005156  0.0010879 0.0000000 0.0000000 -0.0000065  0.0001490
13 2 0.0000000 0.0000000 -0.1026575 -0.1212307 0.0000000 0.0000000 -0.0070008  0.0030181 0.0000000 0.0000000  0.0055167  0.0516104 0.0000000 0.0000000  0.0227718  0.0505339 0.0000000 0.0000000 -0.0032519 -0.0005294 0.0000000 0.0000000 -0.0092195 -0.0280572 0.0000000 0.0000000  0.0009061 -0.0017217 0.0000000 0.0000000  0.0012577  0.0010117 0.0000000 0.0000000  0.0009332 -0.0000988 0.0000000 0.0000000  0.0004128  0.0002769 0.0000000 0.0000000 -0.0009485  0.0004483 0.0000000 0.0000000  0.0001402  0.0001506 0.0000000 0.0000000 -0.0124093 -0.0229127 0.0000000 0.0000000 -0.0000667  0.0002845 0.0000000 0.0000000  0.0097078  0.0139740 0.0000000 0.0000000 -0.0000772 -0.0005641 0.0000000 0.0000000 -0.0002805 -0.0001807 0.0000000 0.0000000  0.0000667  0.0005099 0.0000000 0.0000000 -0.0000912 -0.0002087
